#Name (cmd = mergePeaks ./motif//bg.clean.pos ./motif//target.clean..pos -d 200 -cobound 1 -prefix ./motif//0.805857143904181.2.tmp)	chr	start	end	strand	stat	stat2	./motif//target.clean..pos
BGdKO-na_vs_Null_peak_16558	chrX	45947614	45947814	+	10.3	0.000	WT-na_vs_Null_peak_25301
BGdKO-na_vs_Null_peak_16559	chrX	46048052	46048252	+	15.7	0.000	WT-na_vs_Null_peak_25303
BGdKO-na_vs_Null_peak_16561	chrX	46641406	46641606	+	15.7	0.000	WT-na_vs_Null_peak_25305
BGdKO-na_vs_Null_peak_16563	chrX	47918342	47918542	+	7.58	0.000	WT-na_vs_Null_peak_25309
BGdKO-na_vs_Null_peak_16565	chrX	47955595	47955795	+	16.1	0.000	WT-na_vs_Null_peak_25315
BGdKO-na_vs_Null_peak_16566	chrX	47960896	47961096	+	27.7	0.000	WT-na_vs_Null_peak_25317
BGdKO-na_vs_Null_peak_16568	chrX	47968132	47968332	+	19.6	0.000	WT-na_vs_Null_peak_25319
BGdKO-na_vs_Null_peak_16569	chrX	47973217	47973417	+	24.3	0.000	WT-na_vs_Null_peak_25320
BGdKO-na_vs_Null_peak_16571	chrX	48158931	48159131	+	10.3	0.000	WT-na_vs_Null_peak_25322
BGdKO-na_vs_Null_peak_16572	chrX	48227512	48227712	+	9.43	0.000	WT-na_vs_Null_peak_25325
BGdKO-na_vs_Null_peak_16574	chrX	48371048	48371248	+	10.3	0.000	WT-na_vs_Null_peak_25326
BGdKO-na_vs_Null_peak_16575	chrX	50111000	50111200	+	14.8	0.000	WT-na_vs_Null_peak_25330
BGdKO-na_vs_Null_peak_16576	chrX	50265292	50265492	+	14.8	0.000	WT-na_vs_Null_peak_25331
BGdKO-na_vs_Null_peak_16577	chrX	50341273	50341473	+	11.1	0.000	WT-na_vs_Null_peak_25332
BGdKO-na_vs_Null_peak_16578	chrX	50622962	50623162	+	12.9	0.000	WT-na_vs_Null_peak_25333
BGdKO-na_vs_Null_peak_16579	chrX	50723687	50723887	+	7.82	0.000	WT-na_vs_Null_peak_25334
BGdKO-na_vs_Null_peak_16580	chrX	50973609	50973809	+	13.8	0.000	WT-na_vs_Null_peak_25335
BGdKO-na_vs_Null_peak_16582	chrX	52854337	52854537	+	12.0	0.000	WT-na_vs_Null_peak_25338
BGdKO-na_vs_Null_peak_16583	chrX	53707894	53708094	+	10.3	0.000	WT-na_vs_Null_peak_25339
BGdKO-na_vs_Null_peak_16584	chrX	53708935	53709135	+	16.7	0.000	WT-na_vs_Null_peak_25340
BGdKO-na_vs_Null_peak_16585	chrX	53851266	53851466	+	22.8	0.000	WT-na_vs_Null_peak_25341
BGdKO-na_vs_Null_peak_16586	chrX	54449514	54449714	+	17.7	0.000	WT-na_vs_Null_peak_25345
BGdKO-na_vs_Null_peak_16587	chrX	54506934	54507134	+	10.3	0.000	WT-na_vs_Null_peak_25347
BGdKO-na_vs_Null_peak_16588	chrX	54646120	54646320	+	15.7	0.000	WT-na_vs_Null_peak_25351
BGdKO-na_vs_Null_peak_16593	chrX	57657919	57658119	+	19.7	0.000	WT-na_vs_Null_peak_25352
BGdKO-na_vs_Null_peak_16595	chrX	62406439	62406639	+	9.43	0.000	WT-na_vs_Null_peak_25356
BGdKO-na_vs_Null_peak_16597	chrX	63747571	63747771	+	7.82	0.000	WT-na_vs_Null_peak_25359
BGdKO-na_vs_Null_peak_16599	chrX	65931557	65931757	+	12.9	0.000	WT-na_vs_Null_peak_25360
BGdKO-na_vs_Null_peak_16601	chrX	67618200	67618400	+	8.61	0.000	WT-na_vs_Null_peak_25363
BGdKO-na_vs_Null_peak_16602	chrX	67638939	67639139	+	22.8	0.000	WT-na_vs_Null_peak_25364
BGdKO-na_vs_Null_peak_16603	chrX	68467990	68468190	+	15.7	0.000	WT-na_vs_Null_peak_25366
BGdKO-na_vs_Null_peak_16604	chrX	68808927	68809127	+	11.1	0.000	WT-na_vs_Null_peak_25369
BGdKO-na_vs_Null_peak_16605	chrX	70163707	70163907	+	21.7	0.000	WT-na_vs_Null_peak_25372
BGdKO-na_vs_Null_peak_16606	chrX	70253596	70253796	+	17.7	0.000	WT-na_vs_Null_peak_25373
BGdKO-na_vs_Null_peak_16607	chrX	70412216	70412416	+	13.7	0.000	WT-na_vs_Null_peak_25376
BGdKO-na_vs_Null_peak_16608	chrX	70473421	70473621	+	30.5	0.000	WT-na_vs_Null_peak_25378
BGdKO-na_vs_Null_peak_16609	chrX	70488352	70488552	+	8.61	0.000	WT-na_vs_Null_peak_25379
BGdKO-na_vs_Null_peak_16610	chrX	70704440	70704640	+	20.9	0.000	WT-na_vs_Null_peak_25381
BGdKO-na_vs_Null_peak_16611	chrX	70961647	70961847	+	22.4	0.000	WT-na_vs_Null_peak_25383
BGdKO-na_vs_Null_peak_16612	chrX	71032273	71032473	+	20.7	0.000	WT-na_vs_Null_peak_25384
BGdKO-na_vs_Null_peak_16613	chrX	71160371	71160571	+	50.0	0.000	WT-na_vs_Null_peak_25386
BGdKO-na_vs_Null_peak_16614	chrX	71167180	71167380	+	7.82	0.000	WT-na_vs_Null_peak_25387
BGdKO-na_vs_Null_peak_16615	chrX	71212579	71212779	+	11.0	0.000	WT-na_vs_Null_peak_25389
BGdKO-na_vs_Null_peak_16616	chrX	71331017	71331217	+	24.9	0.000	WT-na_vs_Null_peak_25392
BGdKO-na_vs_Null_peak_16617	chrX	71489361	71489561	+	11.7	0.000	WT-na_vs_Null_peak_25393
BGdKO-na_vs_Null_peak_16618	chrX	71491798	71491998	+	11.3	0.000	WT-na_vs_Null_peak_25394
BGdKO-na_vs_Null_peak_16619	chrX	71499837	71500037	+	17.7	0.000	WT-na_vs_Null_peak_25395
BGdKO-na_vs_Null_peak_16620	chrX	71515578	71515778	+	17.6	0.000	WT-na_vs_Null_peak_25396
BGdKO-na_vs_Null_peak_16621	chrX	71515971	71516171	+	51.7	0.000	WT-na_vs_Null_peak_25397
BGdKO-na_vs_Null_peak_16622	chrX	71527972	71528172	+	8.61	0.000	WT-na_vs_Null_peak_25398
BGdKO-na_vs_Null_peak_16623	chrX	71542318	71542518	+	24.9	0.000	WT-na_vs_Null_peak_25399
BGdKO-na_vs_Null_peak_16624	chrX	71558225	71558425	+	11.1	0.000	WT-na_vs_Null_peak_25400
BGdKO-na_vs_Null_peak_16625	chrX	71618671	71618871	+	12.0	0.000	WT-na_vs_Null_peak_25402
BGdKO-na_vs_Null_peak_16626	chrX	71638557	71638757	+	17.7	0.000	WT-na_vs_Null_peak_25403
BGdKO-na_vs_Null_peak_16627	chrX	71674133	71674333	+	13.8	0.000	WT-na_vs_Null_peak_25405
BGdKO-na_vs_Null_peak_16628	chrX	72341241	72341441	+	36.3	0.000	WT-na_vs_Null_peak_25410
BGdKO-na_vs_Null_peak_16630	chrX	72479018	72479218	+	9.43	0.000	WT-na_vs_Null_peak_25412
BGdKO-na_vs_Null_peak_16631	chrX	72661887	72662087	+	8.61	0.000	WT-na_vs_Null_peak_25415
BGdKO-na_vs_Null_peak_16632	chrX	72759485	72759685	+	21.7	0.000	WT-na_vs_Null_peak_25416
BGdKO-na_vs_Null_peak_16633	chrX	72919499	72919699	+	24.9	0.000	WT-na_vs_Null_peak_25418
BGdKO-na_vs_Null_peak_16636	chrX	73844230	73844430	+	824.7	0.000	WT-na_vs_Null_peak_25425
BGdKO-na_vs_Null_peak_16637	chrX	74678894	74679094	+	11.1	0.000	WT-na_vs_Null_peak_25426
BGdKO-na_vs_Null_peak_16638	chrX	74754605	74754805	+	20.7	0.000	WT-na_vs_Null_peak_25427
BGdKO-na_vs_Null_peak_16639	chrX	74825404	74825604	+	11.1	0.000	WT-na_vs_Null_peak_25428
BGdKO-na_vs_Null_peak_16640	chrX	75041161	75041361	+	11.3	0.000	WT-na_vs_Null_peak_25431
BGdKO-na_vs_Null_peak_16641	chrX	82819108	82819308	+	20.3	0.000	WT-na_vs_Null_peak_25439
BGdKO-na_vs_Null_peak_16642	chrX	83021984	83022184	+	22.2	0.000	WT-na_vs_Null_peak_25440
BGdKO-na_vs_Null_peak_16643	chrX	89087287	89087487	+	7.82	0.000	WT-na_vs_Null_peak_25442
BGdKO-na_vs_Null_peak_16644	chrX	89352756	89352956	+	41.2	0.000	WT-na_vs_Null_peak_25445
BGdKO-na_vs_Null_peak_16646	chrX	91423081	91423281	+	29.4	0.000	WT-na_vs_Null_peak_25450
BGdKO-na_vs_Null_peak_16648	chrX	91458234	91458434	+	20.0	0.000	WT-na_vs_Null_peak_25451
BGdKO-na_vs_Null_peak_16649	chrX	91458457	91458657	+	10.2	0.000	WT-na_vs_Null_peak_25452
BGdKO-na_vs_Null_peak_16650	chrX	91612229	91612429	+	26.0	0.000	WT-na_vs_Null_peak_25453
BGdKO-na_vs_Null_peak_16652	chrX	92128971	92129171	+	21.6	0.000	WT-na_vs_Null_peak_25457
BGdKO-na_vs_Null_peak_16656	chrX	92169008	92169208	+	11.0	0.000	WT-na_vs_Null_peak_25460
BGdKO-na_vs_Null_peak_16657	chrX	92174866	92175066	+	15.5	0.000	WT-na_vs_Null_peak_25461
BGdKO-na_vs_Null_peak_16658	chrX	92361876	92362076	+	12.0	0.000	WT-na_vs_Null_peak_25462
BGdKO-na_vs_Null_peak_16659	chrX	93152315	93152515	+	31.5	0.000	WT-na_vs_Null_peak_25467
BGdKO-na_vs_Null_peak_16660	chrX	93291305	93291505	+	13.5	0.000	WT-na_vs_Null_peak_25470
BGdKO-na_vs_Null_peak_16661	chrX	93325616	93325816	+	14.7	0.000	WT-na_vs_Null_peak_25472
BGdKO-na_vs_Null_peak_16662	chrX	93326081	93326281	+	11.2	0.000	WT-na_vs_Null_peak_25473
BGdKO-na_vs_Null_peak_16664	chrX	96132436	96132636	+	19.0	0.000	WT-na_vs_Null_peak_25478
BGdKO-na_vs_Null_peak_16665	chrX	96133394	96133594	+	7.17	0.000	WT-na_vs_Null_peak_25479
BGdKO-na_vs_Null_peak_16666	chrX	96331255	96331455	+	10.3	0.000	WT-na_vs_Null_peak_25480
BGdKO-na_vs_Null_peak_16667	chrX	96665999	96666199	+	14.8	0.000	WT-na_vs_Null_peak_25482
BGdKO-na_vs_Null_peak_16668	chrX	97689436	97689636	+	19.7	0.000	WT-na_vs_Null_peak_25483
BGdKO-na_vs_Null_peak_16669	chrX	97821239	97821439	+	23.9	0.000	WT-na_vs_Null_peak_25484
BGdKO-na_vs_Null_peak_16670	chrX	98417518	98417718	+	15.7	0.000	WT-na_vs_Null_peak_25485
BGdKO-na_vs_Null_peak_16671	chrX	98449378	98449578	+	17.7	0.000	WT-na_vs_Null_peak_25486
BGdKO-na_vs_Null_peak_16672	chrX	98463511	98463711	+	27.1	0.000	WT-na_vs_Null_peak_25490
BGdKO-na_vs_Null_peak_16673	chrX	98469298	98469498	+	12.0	0.000	WT-na_vs_Null_peak_25491
BGdKO-na_vs_Null_peak_16674	chrX	98527705	98527905	+	15.7	0.000	WT-na_vs_Null_peak_25493
BGdKO-na_vs_Null_peak_16675	chrX	98624622	98624822	+	11.1	0.000	WT-na_vs_Null_peak_25495
BGdKO-na_vs_Null_peak_16676	chrX	98727800	98728000	+	30.5	0.000	WT-na_vs_Null_peak_25496
BGdKO-na_vs_Null_peak_16677	chrX	98835217	98835417	+	19.7	0.000	WT-na_vs_Null_peak_25497
BGdKO-na_vs_Null_peak_16678	chrX	99149635	99149835	+	8.61	0.000	WT-na_vs_Null_peak_25499
BGdKO-na_vs_Null_peak_16679	chrX	99314514	99314714	+	36.0	0.000	WT-na_vs_Null_peak_25501
BGdKO-na_vs_Null_peak_16680	chrX	99352381	99352581	+	13.8	0.000	WT-na_vs_Null_peak_25502
BGdKO-na_vs_Null_peak_16684	chrX	100672952	100673152	+	38.5	0.000	WT-na_vs_Null_peak_25507
BGdKO-na_vs_Null_peak_16685	chrX	100688700	100688900	+	13.8	0.000	WT-na_vs_Null_peak_25509
BGdKO-na_vs_Null_peak_16686	chrX	100704534	100704734	+	9.43	0.000	WT-na_vs_Null_peak_25510
BGdKO-na_vs_Null_peak_16687	chrX	100812308	100812508	+	18.8	0.000	WT-na_vs_Null_peak_25512
BGdKO-na_vs_Null_peak_16688	chrX	100817838	100818038	+	45.3	0.000	WT-na_vs_Null_peak_25513
BGdKO-na_vs_Null_peak_16689	chrX	100818973	100819173	+	8.95	0.000	WT-na_vs_Null_peak_25514
BGdKO-na_vs_Null_peak_16690	chrX	101176550	101176750	+	32.8	0.000	WT-na_vs_Null_peak_25516
BGdKO-na_vs_Null_peak_16691	chrX	101609072	101609272	+	11.1	0.000	WT-na_vs_Null_peak_25517
BGdKO-na_vs_Null_peak_16693	chrX	102274934	102275134	+	26.9	0.000	WT-na_vs_Null_peak_25520
BGdKO-na_vs_Null_peak_16694	chrX	102316634	102316834	+	9.43	0.000	WT-na_vs_Null_peak_25521
BGdKO-na_vs_Null_peak_16695	chrX	103121762	103121962	+	8.56	0.000	WT-na_vs_Null_peak_25523
BGdKO-na_vs_Null_peak_16696	chrX	103124681	103124881	+	14.8	0.000	WT-na_vs_Null_peak_25524
BGdKO-na_vs_Null_peak_16697	chrX	103207291	103207491	+	10.2	0.000	WT-na_vs_Null_peak_25525
BGdKO-na_vs_Null_peak_16698	chrX	103222434	103222634	+	22.8	0.000	WT-na_vs_Null_peak_25527
BGdKO-na_vs_Null_peak_16699	chrX	103382166	103382366	+	29.8	0.000	WT-na_vs_Null_peak_25528
BGdKO-na_vs_Null_peak_16701	chrX	105011651	105011851	+	12.0	0.000	WT-na_vs_Null_peak_25532
BGdKO-na_vs_Null_peak_16702	chrX	106029800	106030000	+	23.9	0.000	WT-na_vs_Null_peak_25534
BGdKO-na_vs_Null_peak_16703	chrX	106208732	106208932	+	21.6	0.000	WT-na_vs_Null_peak_25536
BGdKO-na_vs_Null_peak_16704	chrX	106290645	106290845	+	7.82	0.000	WT-na_vs_Null_peak_25537
BGdKO-na_vs_Null_peak_16705	chrX	106480255	106480455	+	7.82	0.000	WT-na_vs_Null_peak_25538
BGdKO-na_vs_Null_peak_16706	chrX	107606388	107606588	+	26.0	0.000	WT-na_vs_Null_peak_25540
BGdKO-na_vs_Null_peak_16707	chrX	108076347	108076547	+	7.82	0.000	WT-na_vs_Null_peak_25542
BGdKO-na_vs_Null_peak_16710	chrX	109424872	109425072	+	11.1	0.000	WT-na_vs_Null_peak_25543
BGdKO-na_vs_Null_peak_16711	chrX	109484454	109484654	+	229.5	0.000	WT-na_vs_Null_peak_25544
BGdKO-na_vs_Null_peak_16712	chrX	110299050	110299250	+	7.82	0.000	WT-na_vs_Null_peak_25545
BGdKO-na_vs_Null_peak_16713	chrX	110981554	110981754	+	8.81	0.000	WT-na_vs_Null_peak_25547
BGdKO-na_vs_Null_peak_16719	chrX	114968628	114968828	+	11.1	0.000	WT-na_vs_Null_peak_25550
BGdKO-na_vs_Null_peak_16722	chrX	120188567	120188767	+	10.5	0.000	WT-na_vs_Null_peak_25551
BGdKO-na_vs_Null_peak_16725	chrX	123302532	123302732	+	28.1	0.000	WT-na_vs_Null_peak_25555
BGdKO-na_vs_Null_peak_16726	chrX	123302904	123303104	+	96.2	0.000	WT-na_vs_Null_peak_25556
BGdKO-na_vs_Null_peak_16728	chrX	123304322	123304522	+	57.7	0.000	WT-na_vs_Null_peak_25557
BGdKO-na_vs_Null_peak_16732	chrX	123308147	123308347	+	38.6	0.000	WT-na_vs_Null_peak_25558
BGdKO-na_vs_Null_peak_16733	chrX	123312280	123312480	+	118.2	0.000	WT-na_vs_Null_peak_25559
BGdKO-na_vs_Null_peak_16736	chrX	126284028	126284228	+	21.2	0.000	WT-na_vs_Null_peak_25561
BGdKO-na_vs_Null_peak_16737	chrX	127083782	127083982	+	44.2	0.000	WT-na_vs_Null_peak_25562
BGdKO-na_vs_Null_peak_16738	chrX	128124406	128124606	+	7.82	0.000	WT-na_vs_Null_peak_25564
BGdKO-na_vs_Null_peak_16739	chrX	128124583	128124783	+	6.31	0.000	WT-na_vs_Null_peak_25564
BGdKO-na_vs_Null_peak_16740	chrX	130593560	130593760	+	18.7	0.000	WT-na_vs_Null_peak_25566
BGdKO-na_vs_Null_peak_16741	chrX	130842594	130842794	+	19.7	0.000	WT-na_vs_Null_peak_25567
BGdKO-na_vs_Null_peak_16742	chrX	131120005	131120205	+	21.7	0.000	WT-na_vs_Null_peak_25571
BGdKO-na_vs_Null_peak_16743	chrX	131135651	131135851	+	30.4	0.000	WT-na_vs_Null_peak_25572
BGdKO-na_vs_Null_peak_16744	chrX	131285914	131286114	+	11.1	0.000	WT-na_vs_Null_peak_25573
BGdKO-na_vs_Null_peak_16745	chrX	131543824	131544024	+	12.0	0.000	WT-na_vs_Null_peak_25576
BGdKO-na_vs_Null_peak_16746	chrX	131583625	131583825	+	7.91	0.000	WT-na_vs_Null_peak_25578
BGdKO-na_vs_Null_peak_16748	chrX	131719285	131719485	+	10.3	0.000	WT-na_vs_Null_peak_25579
BGdKO-na_vs_Null_peak_16749	chrX	131855267	131855467	+	6.31	0.000	WT-na_vs_Null_peak_25580
BGdKO-na_vs_Null_peak_16750	chrX	131893872	131894072	+	10.3	0.000	WT-na_vs_Null_peak_25581
BGdKO-na_vs_Null_peak_16751	chrX	131900610	131900810	+	17.7	0.000	WT-na_vs_Null_peak_25582
BGdKO-na_vs_Null_peak_16752	chrX	131961118	131961318	+	14.8	0.000	WT-na_vs_Null_peak_25583
BGdKO-na_vs_Null_peak_16753	chrX	132099525	132099725	+	18.6	0.000	WT-na_vs_Null_peak_25585
BGdKO-na_vs_Null_peak_16755	chrX	132331745	132331945	+	15.7	0.000	WT-na_vs_Null_peak_25587
BGdKO-na_vs_Null_peak_16756	chrX	133275852	133276052	+	29.7	0.000	WT-na_vs_Null_peak_25592
BGdKO-na_vs_Null_peak_16757	chrX	133511391	133511591	+	30.5	0.000	WT-na_vs_Null_peak_25594
BGdKO-na_vs_Null_peak_16758	chrX	135204457	135204657	+	8.61	0.000	WT-na_vs_Null_peak_25597
BGdKO-na_vs_Null_peak_16759	chrX	136991038	136991238	+	19.7	0.000	WT-na_vs_Null_peak_25600
BGdKO-na_vs_Null_peak_16760	chrX	137040437	137040637	+	29.8	0.000	WT-na_vs_Null_peak_25601
BGdKO-na_vs_Null_peak_16761	chrX	137054833	137055033	+	27.1	0.000	WT-na_vs_Null_peak_25602
BGdKO-na_vs_Null_peak_16762	chrX	137077689	137077889	+	24.1	0.000	WT-na_vs_Null_peak_25604
BGdKO-na_vs_Null_peak_16764	chrX	137491227	137491427	+	34.0	0.000	WT-na_vs_Null_peak_25605
BGdKO-na_vs_Null_peak_16765	chrX	138002778	138002978	+	10.3	0.000	WT-na_vs_Null_peak_25606
BGdKO-na_vs_Null_peak_16766	chrX	138824938	138825138	+	7.82	0.000	WT-na_vs_Null_peak_25608
BGdKO-na_vs_Null_peak_16767	chrX	139917502	139917702	+	2528.0	0.000	WT-na_vs_Null_peak_25613
BGdKO-na_vs_Null_peak_16769	chrX	146893642	146893842	+	18.8	0.000	WT-na_vs_Null_peak_25618
BGdKO-na_vs_Null_peak_16771	chrX	146912708	146912908	+	17.6	0.000	WT-na_vs_Null_peak_25619
BGdKO-na_vs_Null_peak_16773	chrX	147022656	147022856	+	13.8	0.000	WT-na_vs_Null_peak_25620
BGdKO-na_vs_Null_peak_16775	chrX	147451738	147451938	+	18.7	0.000	WT-na_vs_Null_peak_25621
BGdKO-na_vs_Null_peak_16776	chrX	147530994	147531194	+	19.7	0.000	WT-na_vs_Null_peak_25622
BGdKO-na_vs_Null_peak_16777	chrX	147955052	147955252	+	31.8	0.000	WT-na_vs_Null_peak_25625
BGdKO-na_vs_Null_peak_16778	chrX	148177534	148177734	+	7.82	0.000	WT-na_vs_Null_peak_25626
BGdKO-na_vs_Null_peak_16779	chrX	148237637	148237837	+	30.0	0.000	WT-na_vs_Null_peak_25627
BGdKO-na_vs_Null_peak_16780	chrX	148450811	148451011	+	65.5	0.000	WT-na_vs_Null_peak_25629
BGdKO-na_vs_Null_peak_16781	chrX	148667314	148667514	+	44.4	0.000	WT-na_vs_Null_peak_25631
BGdKO-na_vs_Null_peak_16782	chrX	148667635	148667835	+	6.96	0.000	WT-na_vs_Null_peak_25632
BGdKO-na_vs_Null_peak_16783	chrX	148762043	148762243	+	12.0	0.000	WT-na_vs_Null_peak_25633
BGdKO-na_vs_Null_peak_16784	chrX	148771109	148771309	+	22.8	0.000	WT-na_vs_Null_peak_25634
BGdKO-na_vs_Null_peak_16785	chrX	148777090	148777290	+	19.0	0.000	WT-na_vs_Null_peak_25635
BGdKO-na_vs_Null_peak_16786	chrX	149574391	149574591	+	13.8	0.000	WT-na_vs_Null_peak_25636
BGdKO-na_vs_Null_peak_16787	chrX	150321902	150322102	+	15.7	0.000	WT-na_vs_Null_peak_25638
BGdKO-na_vs_Null_peak_16789	chrX	151650989	151651189	+	22.6	0.000	WT-na_vs_Null_peak_25640
BGdKO-na_vs_Null_peak_16790	chrX	151696778	151696978	+	12.4	0.000	WT-na_vs_Null_peak_25641
BGdKO-na_vs_Null_peak_16791	chrX	155693602	155693802	+	14.1	0.000	WT-na_vs_Null_peak_25648
BGdKO-na_vs_Null_peak_16793	chrX	155970369	155970569	+	15.7	0.000	WT-na_vs_Null_peak_25651
BGdKO-na_vs_Null_peak_16794	chrX	156115678	156115878	+	11.1	0.000	WT-na_vs_Null_peak_25653
BGdKO-na_vs_Null_peak_16796	chrX	156196173	156196373	+	21.4	0.000	WT-na_vs_Null_peak_25656
BGdKO-na_vs_Null_peak_16798	chrX	157203892	157204092	+	17.7	0.000	WT-na_vs_Null_peak_25665
BGdKO-na_vs_Null_peak_16799	chrX	157432552	157432752	+	18.7	0.000	WT-na_vs_Null_peak_25666
BGdKO-na_vs_Null_peak_16800	chrX	159198180	159198380	+	20.7	0.000	WT-na_vs_Null_peak_25667
BGdKO-na_vs_Null_peak_16801	chrX	159267388	159267588	+	32.8	0.000	WT-na_vs_Null_peak_25668
BGdKO-na_vs_Null_peak_16802	chrX	159340264	159340464	+	20.7	0.000	WT-na_vs_Null_peak_25669
BGdKO-na_vs_Null_peak_16804	chrX	160346735	160346935	+	30.5	0.000	WT-na_vs_Null_peak_25670
BGdKO-na_vs_Null_peak_16805	chrX	160396561	160396761	+	15.7	0.000	WT-na_vs_Null_peak_25672
BGdKO-na_vs_Null_peak_16806	chrX	160514037	160514237	+	14.7	0.000	WT-na_vs_Null_peak_25673
BGdKO-na_vs_Null_peak_16807	chrX	160514395	160514595	+	47.2	0.000	WT-na_vs_Null_peak_25674
BGdKO-na_vs_Null_peak_16809	chrX	160857490	160857690	+	25.2	0.000	WT-na_vs_Null_peak_25675
BGdKO-na_vs_Null_peak_16810	chrX	162608205	162608405	+	22.8	0.000	WT-na_vs_Null_peak_25677
BGdKO-na_vs_Null_peak_16811	chrX	162878585	162878785	+	14.8	0.000	WT-na_vs_Null_peak_25678
BGdKO-na_vs_Null_peak_16812	chrX	162917516	162917716	+	9.43	0.000	WT-na_vs_Null_peak_25679
BGdKO-na_vs_Null_peak_16813	chrX	162948426	162948626	+	16.7	0.000	WT-na_vs_Null_peak_25680
BGdKO-na_vs_Null_peak_16814	chrX	163526934	163527134	+	12.4	0.000	WT-na_vs_Null_peak_25682
BGdKO-na_vs_Null_peak_16815	chrX	163529924	163530124	+	15.3	0.000	WT-na_vs_Null_peak_25683
BGdKO-na_vs_Null_peak_16816	chrX	163539943	163540143	+	10.0	0.000	WT-na_vs_Null_peak_25684
BGdKO-na_vs_Null_peak_16818	chrX	163646983	163647183	+	11.5	0.000	WT-na_vs_Null_peak_25686
BGdKO-na_vs_Null_peak_16820	chrX	164933523	164933723	+	9.43	0.000	WT-na_vs_Null_peak_25688
BGdKO-na_vs_Null_peak_16821	chrX	165077722	165077922	+	16.7	0.000	WT-na_vs_Null_peak_25689
BGdKO-na_vs_Null_peak_16822	chrX	165110394	165110594	+	18.9	0.000	WT-na_vs_Null_peak_25690
BGdKO-na_vs_Null_peak_16823	chrX	165758320	165758520	+	10.3	0.000	WT-na_vs_Null_peak_25692
BGdKO-na_vs_Null_peak_16824	chrX	166417091	166417291	+	11.7	0.000	WT-na_vs_Null_peak_25695
BGdKO-na_vs_Null_peak_16825	chrX	166424135	166424335	+	203.2	0.000	WT-na_vs_Null_peak_25696
BGdKO-na_vs_Null_peak_16826	chrX	166427555	166427755	+	548.0	0.000	WT-na_vs_Null_peak_25698
BGdKO-na_vs_Null_peak_16827	chrX	166429934	166430134	+	313.8	0.000	WT-na_vs_Null_peak_25700
BGdKO-na_vs_Null_peak_16828	chrX	166431480	166431680	+	41.7	0.000	WT-na_vs_Null_peak_25701
BGdKO-na_vs_Null_peak_16829	chrX	166432692	166432892	+	268.4	0.000	WT-na_vs_Null_peak_25702
BGdKO-na_vs_Null_peak_16830	chrX	166436853	166437053	+	138.8	0.000	WT-na_vs_Null_peak_25703
BGdKO-na_vs_Null_peak_16831	chrX	166438530	166438730	+	866.6	0.000	WT-na_vs_Null_peak_25704
BGdKO-na_vs_Null_peak_16832	chrX	166440182	166440382	+	195.5	0.000	WT-na_vs_Null_peak_25705
BGdKO-na_vs_Null_peak_16833	chrX	166441300	166441500	+	234.1	0.000	WT-na_vs_Null_peak_25706
BGdKO-na_vs_Null_peak_16834	chrX	166442592	166442792	+	15.3	0.000	WT-na_vs_Null_peak_25707
BGdKO-na_vs_Null_peak_16835	chrX	166443446	166443646	+	308.2	0.000	WT-na_vs_Null_peak_25708
BGdKO-na_vs_Null_peak_16837	chrX	166446390	166446590	+	34.8	0.000	WT-na_vs_Null_peak_25709
BGdKO-na_vs_Null_peak_16838	chrX	166527246	166527446	+	4789.2	0.000	WT-na_vs_Null_peak_25710
BGdKO-na_vs_Null_peak_16839	chrX	166578988	166579188	+	14.7	0.000	WT-na_vs_Null_peak_25711
BGdKO-na_vs_Null_peak_16842	chrX	166612737	166612937	+	11.8	0.000	WT-na_vs_Null_peak_25715
BGdKO-na_vs_Null_peak_16844	chrX	166650037	166650237	+	3416.5	0.000	WT-na_vs_Null_peak_25716
BGdKO-na_vs_Null_peak_16846	chrY	1937105	1937305	+	82.8	0.000	WT-na_vs_Null_peak_25718
BGdKO-na_vs_Null_peak_16847	chrY	2652159	2652359	+	1673.9	0.000	WT-na_vs_Null_peak_25719
BGdKO-na_vs_Null_peak_100	chr1	36353477	36353677	+	29.5	0.000	WT-na_vs_Null_peak_143
BGdKO-na_vs_Null_peak_101	chr1	36364351	36364551	+	16.2	0.000	WT-na_vs_Null_peak_144
BGdKO-na_vs_Null_peak_102	chr1	36364768	36364968	+	28.2	0.000	WT-na_vs_Null_peak_145
BGdKO-na_vs_Null_peak_103	chr1	36366466	36366666	+	23.6	0.000	WT-na_vs_Null_peak_146
BGdKO-na_vs_Null_peak_104	chr1	36502047	36502247	+	27.1	0.000	WT-na_vs_Null_peak_148
BGdKO-na_vs_Null_peak_105	chr1	36568571	36568771	+	24.9	0.000	WT-na_vs_Null_peak_150
BGdKO-na_vs_Null_peak_106	chr1	36604040	36604240	+	46.0	0.000	WT-na_vs_Null_peak_151
BGdKO-na_vs_Null_peak_107	chr1	36748203	36748403	+	30.5	0.000	WT-na_vs_Null_peak_154
BGdKO-na_vs_Null_peak_108	chr1	36766875	36767075	+	45.3	0.000	WT-na_vs_Null_peak_155
BGdKO-na_vs_Null_peak_109	chr1	36780073	36780273	+	14.8	0.000	WT-na_vs_Null_peak_157
BGdKO-na_vs_Null_peak_110	chr1	36801526	36801726	+	19.7	0.000	WT-na_vs_Null_peak_159
BGdKO-na_vs_Null_peak_111	chr1	36818516	36818716	+	27.1	0.000	WT-na_vs_Null_peak_160
